"Exchange","Symbol","Name","Sector","industry","MarketCap","MarketCapNum","MarketCap(B)","Summary Quote","Reporting Year","ISIN","Performance Band","Scope 1 (metric tonnes CO2e)","Scope 2 (metric tonnes CO2e)","TotalMetricTonnesCO2e","Co2eMarketCapRatio","Notes"
"NYSE","WFC","Wells Fargo & Company","Finance","Major Banks","$266.51B",266510000000.00,266.51,"http://www.nasdaq.com/symbol/wfc",2012,"US9497461015","A",105454.00,1495594.00,1601048.00,6.00,"Response Status: AQ*"
"NYSE","WFC","Wells Fargo & Company","Finance","Major Banks","$266.51B",266510000000.00,266.51,"http://www.nasdaq.com/symbol/wfc",2013,"US9497461015","A",93904.00,1333372.00,1427276.00,5.35,"Response Status: AQ*"
"NYSE","WM","Waste Management, Inc.","Public Utilities","Environmental Services","$33.89B",33890000000.00,33.89,"http://www.nasdaq.com/symbol/wm",2011,"US94106L1098","C",24531046.00,201800.00,24732846.00,729.79,"Response Status: AQ*"
"NYSE","WMT","Wal-Mart Stores, Inc.","Consumer Services","Department/Specialty Retail Stores","$258.75B",258750000000.00,258.75,"http://www.nasdaq.com/symbol/wmt",2011,"US9311421039","B",5922051.00,15482048.00,21404099.00,82.72,"Response Status: AQ*"
"NYSE","WMT","Wal-Mart Stores, Inc.","Consumer Services","Department/Specialty Retail Stores","$258.75B",258750000000.00,258.75,"http://www.nasdaq.com/symbol/wmt",2012,"US9311421039","B",5804559.00,15660871.00,21465430.00,82.95,"Response Status: AQ*"
"NYSE","WMT","Wal-Mart Stores, Inc.","Consumer Services","Department/Specialty Retail Stores","$258.75B",258750000000.00,258.75,"http://www.nasdaq.com/symbol/wmt",2013,"US9311421039","A",5605099.00,15581135.00,21186234.00,81.87,"Response Status: AQ*; PB Adjusted"
"NYSE","XOM","Exxon Mobil Corporation","Energy","Integrated oil Companies","$349.18B",349180000000.00,349.18,"http://www.nasdaq.com/symbol/xom",2011,"US30231G1022","B",132000000.00,15000000.00,147000000.00,420.98,"Response Status: AQ*"
"NYSE","XOM","Exxon Mobil Corporation","Energy","Integrated oil Companies","$349.18B",349180000000.00,349.18,"http://www.nasdaq.com/symbol/xom",2012,"US30231G1022","C",136000000.00,14000000.00,150000000.00,429.57,"Response Status: AQ*"
"NYSE","XOM","Exxon Mobil Corporation","Energy","Integrated oil Companies","$349.18B",349180000000.00,349.18,"http://www.nasdaq.com/symbol/xom",2013,"US30231G1022","B",132000000.00,14000000.00,146000000.00,418.12,"Response Status: AQ*"
"NYSE","YUM","Yum! Brands, Inc.","Consumer Services","Restaurants","$26.27B",26270000000.00,26.27,"http://www.nasdaq.com/symbol/yum",2012,"US9884981013","B",83397.00,2350100.00,2433497.00,92.63,"Response Status: AQ*"
"NYSE","YUM","Yum! Brands, Inc.","Consumer Services","Restaurants","$26.27B",26270000000.00,26.27,"http://www.nasdaq.com/symbol/yum",2013,"US9884981013","B",156510.00,2377372.00,2533882.00,96.45,"Response Status: AQ*"
"NYSE","BCC","Boise Cascade, L.L.C.","Consumer Services","RETAIL: Building Materials","$1.35B",1350000000.00,1.35,"http://www.nasdaq.com/symbol/bcc",2012,"US09739D1000","D",850000.00,370000.00,1220000.00,903.70,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","BCC","Boise Cascade, L.L.C.","Consumer Services","RETAIL: Building Materials","$1.35B",1350000000.00,1.35,"http://www.nasdaq.com/symbol/bcc",2013,"US09739D1000","D",910000.00,470000.00,1380000.00,1022.22,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","BG","Bunge Limited","Consumer Non-Durables","Packaged Foods","$10.19B",10190000000.00,10.19,"http://www.nasdaq.com/symbol/bg",2012,"BMG169621056","D",1810000.00,1670000.00,3480000.00,341.51,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","BG","Bunge Limited","Consumer Non-Durables","Packaged Foods","$10.19B",10190000000.00,10.19,"http://www.nasdaq.com/symbol/bg",2013,"BMG169621056","D",1337968.00,1417642.00,2755610.00,270.42,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","BG","Bunge Limited","Consumer Non-Durables","Packaged Foods","$10.19B",10190000000.00,10.19,"http://www.nasdaq.com/symbol/bg",2011,"BMG169621056","D",1500000.00,1300000.00,2800000.00,274.77,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","AAL","American Airlines Group, Inc.","Transportation","Air Freight/Delivery Services","$25.3B",25300000000.00,25.30,"http://www.nasdaq.com/symbol/aal",2013,"US02376R1023","C",27639750.00,409700.00,28049450.00,1108.67,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","AAL","American Airlines Group, Inc.","Transportation","Air Freight/Delivery Services","$25.3B",25300000000.00,25.30,"http://www.nasdaq.com/symbol/aal",2012,"US02376R1023","C",26715000.00,462000.00,27177000.00,1074.18,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","AAL","American Airlines Group, Inc.","Transportation","Air Freight/Delivery Services","$25.3B",25300000000.00,25.30,"http://www.nasdaq.com/symbol/aal",2011,"US02376R1023","C",26851000.00,463300.00,27314300.00,1079.61,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","HA","Hawaiian Holdings, Inc.","Transportation","Air Freight/Delivery Services","$2.03B",2030000000.00,2.03,"http://www.nasdaq.com/symbol/ha",2011,"US4198791018","C",1600000.00,5000.00,1605000.00,790.64,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","RPM","RPM International Inc.","Basic Industries","Paints/Coatings","$6.91B",6910000000.00,6.91,"http://www.nasdaq.com/symbol/rpm",2011,"US7496851038","A",230000.00,280000.00,510000.00,73.80,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","RPM","RPM International Inc.","Basic Industries","Paints/Coatings","$6.91B",6910000000.00,6.91,"http://www.nasdaq.com/symbol/rpm",2013,"US7496851038","A",260000.00,250000.00,510000.00,73.80,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","RPM","RPM International Inc.","Basic Industries","Paints/Coatings","$6.91B",6910000000.00,6.91,"http://www.nasdaq.com/symbol/rpm",2012,"US7496851038","A",250000.00,260000.00,510000.00,73.80,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","SHW","Sherwin-Williams Company (The)","Consumer Services","RETAIL: Building Materials","$36.04B",36040000000.00,36.04,"http://www.nasdaq.com/symbol/shw",2011,"US8243481061","C",244363.00,279995.00,524358.00,14.54,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","SHW","Sherwin-Williams Company (The)","Consumer Services","RETAIL: Building Materials","$36.04B",36040000000.00,36.04,"http://www.nasdaq.com/symbol/shw",2012,"US8243481061","C",241734.00,280996.00,522730.00,14.50,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","SHW","Sherwin-Williams Company (The)","Consumer Services","RETAIL: Building Materials","$36.04B",36040000000.00,36.04,"http://www.nasdaq.com/symbol/shw",2013,"US8243481061","C",263324.00,273240.00,536564.00,14.88,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","STZ","Constellation Brands Inc","Consumer Non-Durables","Beverages (Production/Distribution)","$40.8B",40800000000.00,40.80,"http://www.nasdaq.com/symbol/stz",2012,"US21036P1084","A",67717.00,37914.00,105631.00,2.58,"Scope 1: Reported   Scope 2: Rep; PB Estimatedorted"
"NYSE","STZ","Constellation Brands Inc","Consumer Non-Durables","Beverages (Production/Distribution)","$40.8B",40800000000.00,40.80,"http://www.nasdaq.com/symbol/stz",2011,"US21036P1084","A",72885.00,37797.00,110682.00,2.71,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","STZ","Constellation Brands Inc","Consumer Non-Durables","Beverages (Production/Distribution)","$40.8B",40800000000.00,40.80,"http://www.nasdaq.com/symbol/stz",2013,"US21036P1084","A",139130.00,52833.00,191963.00,4.70,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","TAP","Molson Coors Brewing  Company","Consumer Non-Durables","Beverages (Production/Distribution)","$13.61B",13610000000.00,13.61,"http://www.nasdaq.com/symbol/tap",2013,"US60871R2094","B",206749.00,123415.00,330164.00,24.25,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","TAP","Molson Coors Brewing  Company","Consumer Non-Durables","Beverages (Production/Distribution)","$13.61B",13610000000.00,13.61,"http://www.nasdaq.com/symbol/tap",2011,"US60871R2094","B",426879.00,466467.00,893346.00,65.63,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","TAP","Molson Coors Brewing  Company","Consumer Non-Durables","Beverages (Production/Distribution)","$13.61B",13610000000.00,13.61,"http://www.nasdaq.com/symbol/tap",2012,"US60871R2094","B",380118.00,466599.00,846717.00,62.21,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","UAL","United Continental Holdings, Inc.","Transportation","Air Freight/Delivery Services","$20.56B",20560000000.00,20.56,"http://www.nasdaq.com/symbol/ual",2011,"US9100471096","D",32771983.00,231389.00,33003372.00,1605.22,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","UAL","United Continental Holdings, Inc.","Transportation","Air Freight/Delivery Services","$20.56B",20560000000.00,20.56,"http://www.nasdaq.com/symbol/ual",2012,"US9100471096","D",32086690.00,309256.00,32395946.00,1575.67,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","UAL","United Continental Holdings, Inc.","Transportation","Air Freight/Delivery Services","$20.56B",20560000000.00,20.56,"http://www.nasdaq.com/symbol/ual",2013,"US9100471096","D",31360099.00,307164.00,31667263.00,1540.23,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","WLK","Westlake Chemical Corporation","Basic Industries","Major Chemicals","$10.89B",10890000000.00,10.89,"http://www.nasdaq.com/symbol/wlk",2013,"US9604131022","B",300000.00,180000.00,480000.00,44.07,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","WLK","Westlake Chemical Corporation","Basic Industries","Major Chemicals","$10.89B",10890000000.00,10.89,"http://www.nasdaq.com/symbol/wlk",2012,"US9604131022","B",360000.00,210000.00,570000.00,52.34,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","X","United States Steel Corporation","Basic Industries","Steel/Iron Ore","$4.79B",4790000000.00,4.79,"http://www.nasdaq.com/symbol/x",2011,"US9129091081","D",44358354.00,5157520.00,49515874.00,10337.34,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","X","United States Steel Corporation","Basic Industries","Steel/Iron Ore","$4.79B",4790000000.00,4.79,"http://www.nasdaq.com/symbol/x",2012,"US9129091081","D",42729786.00,5036625.00,47766411.00,9972.11,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","X","United States Steel Corporation","Basic Industries","Steel/Iron Ore","$4.79B",4790000000.00,4.79,"http://www.nasdaq.com/symbol/x",2013,"US9129091081","D",41433617.00,5025063.00,46458680.00,9699.09,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","HA","Hawaiian Holdings, Inc.","Transportation","Air Freight/Delivery Services","$2.03B",2030000000.00,2.03,"http://www.nasdaq.com/symbol/ha",2012,"US4198791018","C",1800000.00,4900.00,1804900.00,889.11,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NasDaq","HA","Hawaiian Holdings, Inc.","Transportation","Air Freight/Delivery Services","$2.03B",2030000000.00,2.03,"http://www.nasdaq.com/symbol/ha",2013,"US4198791018","C",2000000.00,5700.00,2005700.00,988.02,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NasDaq","JBLU","JetBlue Airways Corporation","Transportation","Air Freight/Delivery Services","$6.7B",6700000000.00,6.70,"http://www.nasdaq.com/symbol/jblu",2011,"US4771431016","C",5020000.00,18000.00,5038000.00,751.94,"Scope 1: Reported   Scope 2: Estimated; PB Estimated"
"NasDaq","JBLU","JetBlue Airways Corporation","Transportation","Air Freight/Delivery Services","$6.7B",6700000000.00,6.70,"http://www.nasdaq.com/symbol/jblu",2013,"US4771431016","C",5962554.20,26283.00,5988837.20,893.85,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","JBLU","JetBlue Airways Corporation","Transportation","Air Freight/Delivery Services","$6.7B",6700000000.00,6.70,"http://www.nasdaq.com/symbol/jblu",2012,"US4771431016","C",5400000.00,28700.00,5428700.00,810.25,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","SKYW","SkyWest, Inc.","Transportation","Air Freight/Delivery Services","$2.42B",2420000000.00,2.42,"http://www.nasdaq.com/symbol/skyw",2011,"US8308791024","D",3500000.00,14000.00,3514000.00,1452.06,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NasDaq","SKYW","SkyWest, Inc.","Transportation","Air Freight/Delivery Services","$2.42B",2420000000.00,2.42,"http://www.nasdaq.com/symbol/skyw",2012,"US8308791024","D",3300000.00,11000.00,3311000.00,1368.18,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NasDaq","SKYW","SkyWest, Inc.","Transportation","Air Freight/Delivery Services","$2.42B",2420000000.00,2.42,"http://www.nasdaq.com/symbol/skyw",2013,"US8308791024","D",3100000.00,9800.00,3109800.00,1285.04,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NasDaq","GT","The Goodyear Tire & Rubber Company","Consumer Durables","Automotive Aftermarket","$8.31B",8310000000.00,8.31,"http://www.nasdaq.com/symbol/gt",2011,"US3825501014","C",1420000.00,1980000.00,3400000.00,409.14,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","GT","The Goodyear Tire & Rubber Company","Consumer Durables","Automotive Aftermarket","$8.31B",8310000000.00,8.31,"http://www.nasdaq.com/symbol/gt",2013,"US3825501014","C",1226653.00,1895713.00,3122366.00,375.73,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","GT","The Goodyear Tire & Rubber Company","Consumer Durables","Automotive Aftermarket","$8.31B",8310000000.00,8.31,"http://www.nasdaq.com/symbol/gt",2012,"US3825501014","C",1229586.00,1680202.00,2909788.00,350.15,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NasDaq","UFPI","Universal Forest Products, Inc.","Basic Industries","Forest Products","$2.04B",2040000000.00,2.04,"http://www.nasdaq.com/symbol/ufpi",2013,"US9135431040","B",120000.00,130000.00,250000.00,122.54,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NasDaq","UFPI","Universal Forest Products, Inc.","Basic Industries","Forest Products","$2.04B",2040000000.00,2.04,"http://www.nasdaq.com/symbol/ufpi",2012,"US9135431040","B",120000.00,120000.00,240000.00,117.64,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NasDaq","UFPI","Universal Forest Products, Inc.","Basic Industries","Forest Products","$2.04B",2040000000.00,2.04,"http://www.nasdaq.com/symbol/ufpi",2011,"US9135431040","B",81000.00,92000.00,173000.00,84.80,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","AA","Alcoa Corporation","Basic Industries","Aluminum","$8.79B",8790000000.00,8.79,"http://www.nasdaq.com/symbol/aa",2012,"US0138171014","D",29842159.00,16659736.00,46501895.00,5290.31,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","AA","Alcoa Corporation","Basic Industries","Aluminum","$8.79B",8790000000.00,8.79,"http://www.nasdaq.com/symbol/aa",2013,"US0138171014","D",28227078.00,15134829.00,43361907.00,4933.09,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","AA","Alcoa Corporation","Basic Industries","Aluminum","$8.79B",8790000000.00,8.79,"http://www.nasdaq.com/symbol/aa",2011,"US0138171014","D",30628104.00,16626602.00,47254706.00,5375.96,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ALB","Albemarle Corporation","Basic Industries","Major Chemicals","$15.35B",15350000000.00,15.35,"http://www.nasdaq.com/symbol/alb",2011,"US0126531013","B",706000.00,379000.00,1085000.00,70.68,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ALB","Albemarle Corporation","Basic Industries","Major Chemicals","$15.35B",15350000000.00,15.35,"http://www.nasdaq.com/symbol/alb",2013,"US0126531013","B",747000.00,393000.00,1140000.00,74.26,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ALB","Albemarle Corporation","Basic Industries","Major Chemicals","$15.35B",15350000000.00,15.35,"http://www.nasdaq.com/symbol/alb",2012,"US0126531013","B",752000.00,376000.00,1128000.00,73.48,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ALK","Alaska Air Group, Inc.","Transportation","Air Freight/Delivery Services","$10B",10000000000.00,10.00,"http://www.nasdaq.com/symbol/alk",2013,"US0116591092","B",4324100.10,12700.00,4336800.10,433.68,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ALK","Alaska Air Group, Inc.","Transportation","Air Freight/Delivery Services","$10B",10000000000.00,10.00,"http://www.nasdaq.com/symbol/alk",2012,"US0116591092","B",4070000.00,13100.00,4083100.00,408.31,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ALK","Alaska Air Group, Inc.","Transportation","Air Freight/Delivery Services","$10B",10000000000.00,10.00,"http://www.nasdaq.com/symbol/alk",2011,"US0116591092","B",3880021.00,12855.00,3892876.00,389.28,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ASH","Ashland Global Holdings Inc.","Consumer Durables","Specialty Chemicals","$4.15B",4150000000.00,4.15,"http://www.nasdaq.com/symbol/ash",2012,"US0442091049","C",720000.00,460000.00,1180000.00,284.33,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ASH","Ashland Global Holdings Inc.","Consumer Durables","Specialty Chemicals","$4.15B",4150000000.00,4.15,"http://www.nasdaq.com/symbol/ash",2011,"US0442091049","C",740000.00,520000.00,1260000.00,303.61,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","ASH","Ashland Global Holdings Inc.","Consumer Durables","Specialty Chemicals","$4.15B",4150000000.00,4.15,"http://www.nasdaq.com/symbol/ash",2013,"US0442091049","C",610000.00,500000.00,1110000.00,267.46,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CAG","ConAgra Brands, Inc.","Consumer Non-Durables","Packaged Foods","$14.02B",14020000000.00,14.02,"http://www.nasdaq.com/symbol/cag",2012,"US2058871029","D",1071303.00,1089063.00,2160366.00,154.09,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CAG","ConAgra Brands, Inc.","Consumer Non-Durables","Packaged Foods","$14.02B",14020000000.00,14.02,"http://www.nasdaq.com/symbol/cag",2013,"US2058871029","D",1078551.00,1078707.00,2157258.00,153.87,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CAG","ConAgra Brands, Inc.","Consumer Non-Durables","Packaged Foods","$14.02B",14020000000.00,14.02,"http://www.nasdaq.com/symbol/cag",2011,"US2058871029","D",909671.00,1002250.00,1911921.00,136.37,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CBT","Cabot Corporation","Basic Industries","Major Chemicals","$3.65B",3650000000.00,3.65,"http://www.nasdaq.com/symbol/cbt",2011,"US1270551013","D",3840000.00,290000.00,4130000.00,1131.50,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CBT","Cabot Corporation","Basic Industries","Major Chemicals","$3.65B",3650000000.00,3.65,"http://www.nasdaq.com/symbol/cbt",2013,"US1270551013","D",4100000.00,335000.00,4435000.00,1215.06,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CBT","Cabot Corporation","Basic Industries","Major Chemicals","$3.65B",3650000000.00,3.65,"http://www.nasdaq.com/symbol/cbt",2012,"US1270551013","D",3880000.00,320000.00,4200000.00,1150.68,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CCE","Coca-Cola European Partners plc","Consumer Non-Durables","Beverages (Production/Distribution)","$20.29B",20290000000.00,20.29,"http://www.nasdaq.com/symbol/cce",2012,"US19122T1097","A",124399.00,89882.00,214281.00,10.56,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CCE","Coca-Cola European Partners plc","Consumer Non-Durables","Beverages (Production/Distribution)","$20.29B",20290000000.00,20.29,"http://www.nasdaq.com/symbol/cce",2011,"US19122T1097","A",127684.00,94062.00,221746.00,10.92,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CCE","Coca-Cola European Partners plc","Consumer Non-Durables","Beverages (Production/Distribution)","$20.29B",20290000000.00,20.29,"http://www.nasdaq.com/symbol/cce",2013,"US19122T1097","A",112225.00,82356.00,194581.00,9.58,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CE","Celanese Corporation","Basic Industries","Major Chemicals","$14.76B",14760000000.00,14.76,"http://www.nasdaq.com/symbol/ce",2011,"US1508701034","B",470000.00,480000.00,950000.00,64.36,"Scope 1: Estimated   Scope 2: Estimated"
"NYSE","CE","Celanese Corporation","Basic Industries","Major Chemicals","$14.76B",14760000000.00,14.76,"http://www.nasdaq.com/symbol/ce",2012,"US1508701034","B",420000.00,400000.00,820000.00,55.55,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","CE","Celanese Corporation","Basic Industries","Major Chemicals","$14.76B",14760000000.00,14.76,"http://www.nasdaq.com/symbol/ce",2013,"US1508701034","B",420000.00,360000.00,780000.00,52.84,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","CF","CF Industries Holdings, Inc.","Basic Industries","Agricultural Chemicals","$8.58B",8580000000.00,8.58,"http://www.nasdaq.com/symbol/cf",2013,"US1252691001","B",1200000.00,920000.00,2120000.00,247.08,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","CF","CF Industries Holdings, Inc.","Basic Industries","Agricultural Chemicals","$8.58B",8580000000.00,8.58,"http://www.nasdaq.com/symbol/cf",2011,"US1252691001","B",1100000.00,1100000.00,2200000.00,256.41,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","CF","CF Industries Holdings, Inc.","Basic Industries","Agricultural Chemicals","$8.58B",8580000000.00,8.58,"http://www.nasdaq.com/symbol/cf",2012,"US1252691001","B",1200000.00,1000000.00,2200000.00,256.41,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","CLF","Cleveland-Cliffs Inc.","Basic Industries","Precious Metals","$2.24B",2240000000.00,2.24,"http://www.nasdaq.com/symbol/clf",2013,"US18683K1016","D",6026261.25,3287158.73,9313419.98,4157.77,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CLF","Cleveland-Cliffs Inc.","Basic Industries","Precious Metals","$2.24B",2240000000.00,2.24,"http://www.nasdaq.com/symbol/clf",2012,"US18683K1016","D",5461737.00,3280636.00,8742373.00,3902.84,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CLF","Cleveland-Cliffs Inc.","Basic Industries","Precious Metals","$2.24B",2240000000.00,2.24,"http://www.nasdaq.com/symbol/clf",2011,"US18683K1016","D",5952990.00,3787076.00,9740066.00,4348.24,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","CLW","Clearwater Paper Corporation","Basic Industries","Paper","$729.64M",729640000000.00,729.64,"http://www.nasdaq.com/symbol/clw",2013,"US18538R1032","A",480000.00,270000.00,750000.00,1.02,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","CLW","Clearwater Paper Corporation","Basic Industries","Paper","$729.64M",729640000000.00,729.64,"http://www.nasdaq.com/symbol/clw",2012,"US18538R1032","A",550000.00,230000.00,780000.00,1.06,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","CLW","Clearwater Paper Corporation","Basic Industries","Paper","$729.64M",729640000000.00,729.64,"http://www.nasdaq.com/symbol/clw",2011,"US18538R1032","A",570000.00,250000.00,820000.00,1.12,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","DAL","Delta Air Lines, Inc.","Transportation","Air Freight/Delivery Services","$38.47B",38470000000.00,38.47,"http://www.nasdaq.com/symbol/dal",2011,"US2473617023","C",31932076.39,416585.02,32348661.41,840.88,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","DAL","Delta Air Lines, Inc.","Transportation","Air Freight/Delivery Services","$38.47B",38470000000.00,38.47,"http://www.nasdaq.com/symbol/dal",2012,"US2473617023","C",30994534.87,368830.60,31363365.47,815.26,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","DAL","Delta Air Lines, Inc.","Transportation","Air Freight/Delivery Services","$38.47B",38470000000.00,38.47,"http://www.nasdaq.com/symbol/dal",2013,"US2473617023","C",32143942.81,341123.10,32485065.91,844.42,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","DPS","Dr Pepper Snapple Group, Inc","Consumer Non-Durables","Beverages (Production/Distribution)","$16.22B",16220000000.00,16.22,"http://www.nasdaq.com/symbol/dps",2011,"US26138E1091","B",246801.00,169025.00,415826.00,25.63,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","DPS","Dr Pepper Snapple Group, Inc","Consumer Non-Durables","Beverages (Production/Distribution)","$16.22B",16220000000.00,16.22,"http://www.nasdaq.com/symbol/dps",2012,"US26138E1091","B",252616.00,159917.00,412533.00,25.43,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","DPS","Dr Pepper Snapple Group, Inc","Consumer Non-Durables","Beverages (Production/Distribution)","$16.22B",16220000000.00,16.22,"http://www.nasdaq.com/symbol/dps",2013,"US26138E1091","B",249446.00,160649.00,410095.00,25.28,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","EMN","Eastman Chemical Company","Basic Industries","Major Chemicals","$12.84B",12840000000.00,12.84,"http://www.nasdaq.com/symbol/emn",2012,"US2774321002","C",6440000.00,301000.00,6741000.00,525.00,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","EMN","Eastman Chemical Company","Basic Industries","Major Chemicals","$12.84B",12840000000.00,12.84,"http://www.nasdaq.com/symbol/emn",2013,"US2774321002","C",6190000.00,760000.00,6950000.00,541.27,"Scope 1: Reported   Scope 2: Reported; PB Estimated"
"NYSE","EMN","Eastman Chemical Company","Basic Industries","Major Chemicals","$12.84B",12840000000.00,12.84,"http://www.nasdaq.com/symbol/emn",2011,"US2774321002","B",2300000.00,970000.00,3270000.00,254.67,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","FDP","Fresh Del Monte Produce, Inc.","Consumer Non-Durables","Farming/Seeds/Milling","$2.31B",2310000000.00,2.31,"http://www.nasdaq.com/symbol/fdp",2012,"KYG367381053","B",130000.00,110000.00,240000.00,103.89,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","FDP","Fresh Del Monte Produce, Inc.","Consumer Non-Durables","Farming/Seeds/Milling","$2.31B",2310000000.00,2.31,"http://www.nasdaq.com/symbol/fdp",2013,"KYG367381053","B",160000.00,130000.00,290000.00,125.54,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
"NYSE","FDP","Fresh Del Monte Produce, Inc.","Consumer Non-Durables","Farming/Seeds/Milling","$2.31B",2310000000.00,2.31,"http://www.nasdaq.com/symbol/fdp",2011,"KYG367381053","B",190000.00,150000.00,340000.00,147.18,"Scope 1: Estimated   Scope 2: Estimated; PB Estimated"
